foro,juiz,area,valor_causa,ano,prescricao,impugnacao_pericia,nulidade_prova,acordo_proposto,ilegitimidade,decadencia,vitoria
SP,J03,consumidor,5396.214524645736,2023,1,1,0,0,1,0,0
MG,J02,cível,106971.5024174189,2023,0,1,0,0,1,1,1
MG,J03,agrário,27688.931681803588,2023,1,0,0,0,0,1,0
RJ,J03,cível,58294.657851348216,2023,1,0,0,1,0,1,0
RS,J02,cível,42440.96937860822,2021,1,1,1,1,0,0,0
RJ,J02,trabalhista,10984.850948945172,2023,1,0,1,0,1,0,1
RJ,J03,trabalhista,29334.32379185466,2022,0,1,0,0,0,1,0
RS,J03,trabalhista,55603.45188895984,2021,1,0,0,1,0,0,1
RS,J03,consumidor,12155.085161067394,2021,1,0,0,1,1,1,0
RS,J01,cível,2632.921521905407,2023,0,0,0,1,0,0,1
SP,J02,trabalhista,127509.35929902512,2021,0,1,1,0,0,1,0
MG,J03,agrário,5577.555055728268,2024,1,0,0,0,1,1,1
RJ,J02,trabalhista,11116.86773671872,2021,0,0,0,1,1,0,0
RS,J03,cível,18720.949014207497,2020,1,1,1,0,1,1,0
RS,J03,agrário,68546.22615675727,2022,0,1,0,1,1,1,0
MG,J01,consumidor,20304.09789704523,2024,0,0,1,0,1,1,0
SP,J01,agrário,34221.05424474202,2021,1,1,1,1,1,0,1
MG,J03,consumidor,14770.772863525312,2023,1,1,1,1,1,0,0
RJ,J01,consumidor,24979.422341226524,2023,0,0,1,1,1,0,0
RJ,J03,trabalhista,17075.23521018555,2023,1,1,1,0,1,0,1
SP,J03,consumidor,29207.845505526693,2020,0,0,1,0,0,1,0
RJ,J01,cível,88499.52912846886,2021,1,1,0,1,0,1,0
MG,J03,agrário,18457.826416326407,2024,0,0,0,0,1,0,1
MG,J01,agrário,1547.7622839305259,2023,0,1,1,1,0,0,1
SP,J01,trabalhista,68458.73921422257,2021,0,1,1,1,0,0,0
RJ,J03,agrário,54513.23533608188,2023,0,1,1,0,0,1,0
MG,J01,trabalhista,247654.64518255924,2020,1,0,1,0,1,1,1
MG,J03,trabalhista,11632.545710377683,2021,1,1,0,0,1,0,0
RJ,J03,agrário,18656.172229554504,2022,0,0,0,0,1,0,0
RS,J01,cível,23813.560917097235,2024,1,1,1,1,1,0,1
RS,J03,cível,16780.79030566353,2021,1,0,1,1,0,1,1
RS,J01,trabalhista,15800.179055380613,2024,1,1,1,1,0,0,1
MG,J01,agrário,9013.789009299751,2024,0,0,0,0,0,0,0
MG,J02,agrário,19675.41875047881,2022,1,1,0,0,1,0,0
MG,J03,consumidor,24664.341088565096,2022,0,1,0,0,0,1,1
SP,J01,cível,51535.005504859735,2024,1,1,0,1,0,1,1
RS,J01,trabalhista,3220.229929827368,2024,0,0,0,1,0,0,0
RJ,J03,trabalhista,7226.174728843352,2021,1,1,0,1,1,0,0
RJ,J02,consumidor,33220.76156266169,2022,0,0,0,0,0,1,0
SP,J03,agrário,23158.70974985788,2021,0,1,0,0,1,1,0
RJ,J03,agrário,50494.86575079342,2021,1,1,0,0,1,0,0
MG,J01,consumidor,38372.28961326729,2020,1,0,0,1,0,1,1
SP,J03,consumidor,5267.263713962219,2022,1,0,0,1,0,0,0
SP,J03,consumidor,72861.23861733986,2023,0,0,1,1,0,0,0
RJ,J01,cível,23463.597213170753,2024,1,0,0,0,1,1,1
SP,J02,cível,27539.81698561129,2024,0,1,1,1,0,1,1
MG,J02,cível,58604.896049417446,2022,1,1,0,0,1,1,0
SP,J03,agrário,6163.388637118599,2021,1,1,0,0,1,1,1
SP,J02,trabalhista,31415.602560975844,2024,0,0,1,0,0,1,1
RS,J03,trabalhista,115258.94421255133,2022,1,0,1,0,1,0,0
RJ,J03,trabalhista,58287.651869751346,2021,0,0,1,1,0,0,1
RJ,J02,trabalhista,12634.205232759092,2022,0,1,0,1,0,1,1
MG,J03,cível,13064.96023139218,2024,0,1,0,1,1,1,1
RJ,J01,agrário,5082.615213558459,2020,0,1,1,1,1,0,1
RS,J02,cível,17154.65662778828,2022,0,0,0,1,1,0,0
RJ,J02,consumidor,18293.8540689642,2024,1,1,1,1,1,0,0
RJ,J02,consumidor,28011.20898965602,2023,1,0,1,0,0,1,0
SP,J01,trabalhista,27971.74939972983,2020,0,1,1,1,0,0,0
SP,J03,trabalhista,3980.003908708312,2024,1,1,1,1,0,0,1
SP,J02,cível,37233.091778072594,2022,0,1,0,0,1,0,1
