area,area_juridica,tipo_processo,foro,valor_causa,complexidade,duracao_esperada,descricao,probabilidade_sucesso,prescricao,nulidade_prova,ilegitimidade,impugnacao_pericia,acordo_proposto,decadencia,incompetencia,conexao
trabalhista,Direito Trabalhista,Trabalhista,GO,90757,Alta,12,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,PR,0,Alta,22,Processo por lesão corporal dolosa,0.55,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,GO,158147,Alta,16,Ação de despejo por falta de pagamento,0.75,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,50292,Alta,14,Ação de rescisão indireta por assédio moral,0.75,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,28148,Média,8,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,SP,28496,Baixa,6,Negativação indevida do nome do consumidor,0.8,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,GO,247409,Alta,17,Rescisão contratual com pedido de restituição de valores,0.7,0,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,MT,2293772,Baixa,20,Repetição de indébito tributário,0.75,1,1,1,0,0,0,0,0
penal,Direito Penal,Penal,CE,0,Média,18,Ação penal por crime contra o patrimônio,0.6,0,1,1,0,0,0,1,0
agrario,Direito Agrário,Agrário,BA,3031192,Alta,18,Ação de usucapião de imóvel rural,0.65,1,0,0,1,0,0,0,0
agrario,Direito Agrário,Agrário,BA,823542,Alta,21,Ação de usucapião de imóvel rural,0.6,0,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,BA,541741,Baixa,13,Regularização fundiária de propriedade rural,0.65,0,0,1,1,0,0,0,0
agrario,Direito Agrário,Agrário,ES,4277104,Média,15,Conflito de terras entre posseiros,0.65,1,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,75342,Baixa,6,Equiparação salarial entre empregados,0.75,0,1,0,0,0,0,0,0
penal,Direito Penal,Penal,MT,0,Alta,23,Ação penal por crime contra o patrimônio,0.5,0,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,MS,19677998,Média,14,Processo jurídico na área de empresarial,0.73,0,0,0,0,0,0,0,1
empresarial,Direito Empresarial,Empresarial,MG,9807415,Média,14,Processo jurídico na área de empresarial,0.73,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,GO,79809,Alta,12,Equiparação salarial entre empregados,0.75,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,PR,6428645,Média,24,Execução fiscal de débito previdenciário,0.75,1,1,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,ES,20705577,Alta,17,Processo jurídico na área de empresarial,0.78,0,1,0,0,0,0,0,1
penal,Direito Penal,Penal,CE,0,Alta,23,Investigação de crime tributário,0.5,0,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,PE,37172143,Baixa,12,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
penal,Direito Penal,Penal,MT,0,Alta,26,Processo por lesão corporal dolosa,0.55,0,1,0,0,0,0,1,0
tributario,Direito Tributário,Tributário,MS,2880751,Média,24,Repetição de indébito tributário,0.65,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,BA,409240,Baixa,8,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,GO,416038,Alta,21,Desapropriação para fins de reforma agrária,0.7,1,0,1,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,26372,Baixa,9,Propaganda enganosa com pedido de indenização,0.85,0,1,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,SP,434913,Média,20,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
administrativo,Direito Administrativo,Administrativo,DF,754266,Alta,25,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,GO,161610,Baixa,9,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,SP,8370858,Alta,30,Mandado de segurança contra cobrança de ICMS,0.75,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SP,24197,Baixa,7,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,PR,11880,Baixa,8,Propaganda enganosa com pedido de indenização,0.8,0,0,1,0,0,0,0,0
penal,Direito Penal,Penal,MT,0,Baixa,16,Ação penal por crime ambiental,0.55,0,1,0,0,0,0,1,0
agrario,Direito Agrário,Agrário,GO,413335,Média,15,Regularização fundiária de propriedade rural,0.6,0,0,1,0,0,0,0,0
penal,Direito Penal,Penal,SC,0,Alta,22,Processo por lesão corporal dolosa,0.5,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,DF,53588,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,PE,3293,Média,10,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
agrario,Direito Agrário,Agrário,CE,3486067,Alta,22,Desapropriação para fins de reforma agrária,0.6,0,0,1,0,0,0,0,0
ambiental,Direito Ambiental,Ambiental,RS,78396278,Média,22,Processo jurídico na área de ambiental,0.68,0,0,0,1,0,0,0,1
civil,Direito Civil,Civil,PR,252623,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,86539,Média,8,Reclamação trabalhista com pedido de horas extras,0.8,1,0,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,CE,24625,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,61887,Média,8,Equiparação salarial entre empregados,0.75,1,0,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,PE,7048412,Alta,31,Repetição de indébito tributário,0.65,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,19697,Baixa,6,Equiparação salarial entre empregados,0.75,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,31896,Média,8,Reclamação trabalhista com pedido de horas extras,0.75,0,0,0,0,1,0,0,0
civil,Direito Civil,Civil,SC,194604,Baixa,8,Ação de despejo por falta de pagamento,0.75,1,1,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,PE,104261,Alta,19,Processo jurídico na área de previdenciario,0.77,1,0,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,MG,3027147,Alta,21,Ação de usucapião de imóvel rural,0.7,1,0,1,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,MS,15620,Média,10,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
penal,Direito Penal,Penal,GO,0,Alta,26,Investigação de crime tributário,0.5,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,RS,6459471,Alta,32,Mandado de segurança contra cobrança de ICMS,0.75,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,PR,68092,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,SC,333464,Média,12,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,MS,13427,Alta,26,Processo jurídico na área de administrativo,0.57,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,MS,133662,Baixa,11,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,50892,Média,8,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,BA,69148,Baixa,14,Processo jurídico na área de previdenciario,0.77,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,SP,127585,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,SP,28034897,Alta,21,Processo jurídico na área de empresarial,0.78,0,1,0,0,0,0,0,1
civil,Direito Civil,Civil,RS,368645,Alta,19,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,6617,Baixa,9,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,GO,17255,Alta,16,Cobrança de verbas rescisórias não pagas,0.75,0,0,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,MT,937101,Alta,23,Processo jurídico na área de administrativo,0.62,0,1,0,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,MS,49166,Baixa,7,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,10002,Média,8,Reclamação trabalhista com pedido de horas extras,0.75,0,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SC,49372,Baixa,8,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SC,30223,Baixa,8,Propaganda enganosa com pedido de indenização,0.8,0,0,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,RJ,3476816,Média,15,Regularização fundiária de propriedade rural,0.6,0,0,0,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,56473,Baixa,4,Cobrança de verbas rescisórias não pagas,0.75,0,0,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,MT,3736506,Média,15,Ação de usucapião de imóvel rural,0.65,1,0,0,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,33576,Baixa,7,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,SP,22459,Baixa,15,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
civil,Direito Civil,Civil,ES,383199,Alta,18,Rescisão contratual com pedido de restituição de valores,0.75,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,PR,35523,Alta,15,Propaganda enganosa com pedido de indenização,0.85,0,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,CE,3170822,Alta,19,Ação de usucapião de imóvel rural,0.6,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,GO,114729,Média,12,Rescisão contratual com pedido de restituição de valores,0.7,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,45018,Alta,13,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,96886,Média,8,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,SC,4783457,Média,15,Conflito de terras entre posseiros,0.7,1,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,11489,Alta,11,Reclamação trabalhista com pedido de horas extras,0.8,0,1,0,0,1,0,0,0
civil,Direito Civil,Civil,PR,312531,Média,12,Cobrança de dívida com pedido de penhora de bens,0.7,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,PR,14870,Baixa,9,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MG,10148,Média,10,Negativação indevida do nome do consumidor,0.9,0,1,1,0,1,0,0,0
tributario,Direito Tributário,Tributário,DF,1907422,Média,24,Execução fiscal de débito previdenciário,0.75,1,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,CE,1659660,Alta,22,Conflito de terras entre posseiros,0.6,1,0,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,DF,116649,Alta,21,Regularização fundiária de propriedade rural,0.6,0,0,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,PE,30257,Média,16,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
civil,Direito Civil,Civil,MT,7635,Baixa,11,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,70436,Baixa,5,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,62745,Alta,16,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,MG,550980,Alta,24,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,MT,131882,Média,12,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,PR,65694,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,BA,90690,Baixa,5,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,DF,38803442,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
agrario,Direito Agrário,Agrário,MG,3903745,Alta,18,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,9667,Baixa,5,Reclamação trabalhista com pedido de horas extras,0.75,0,1,0,0,0,0,0,0
penal,Direito Penal,Penal,ES,0,Alta,21,Ação penal por crime ambiental,0.5,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,33805,Média,8,Cobrança de verbas rescisórias não pagas,0.8,0,1,0,0,1,0,0,0
civil,Direito Civil,Civil,BA,285967,Média,12,Cobrança de dívida com pedido de penhora de bens,0.7,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,SC,6255642,Baixa,23,Execução fiscal de débito previdenciário,0.65,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,43879,Baixa,6,Equiparação salarial entre empregados,0.8,1,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,CE,7058415,Média,14,Processo jurídico na área de empresarial,0.78,0,0,0,0,1,0,0,1
consumidor,Direito do Consumidor,Civil,PR,26012,Média,10,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,19419,Baixa,4,Reclamação trabalhista com pedido de horas extras,0.75,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,PR,4774076,Alta,28,Mandado de segurança contra cobrança de ICMS,0.65,0,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,MG,704301,Alta,18,Desapropriação para fins de reforma agrária,0.7,1,0,1,1,0,0,0,0
agrario,Direito Agrário,Agrário,BA,4731676,Alta,22,Desapropriação para fins de reforma agrária,0.65,0,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,GO,91783,Média,8,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,SP,39431,Média,10,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
tributario,Direito Tributário,Tributário,CE,3350839,Alta,32,Ação anulatória de auto de infração,0.65,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,97938,Média,8,Equiparação salarial entre empregados,0.75,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,ES,338741,Baixa,11,Rescisão contratual com pedido de restituição de valores,0.75,0,1,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,RS,167292,Baixa,13,Processo jurídico na área de previdenciario,0.82,1,0,0,1,0,0,0,0
eleitoral,Direito Eleitoral,Eleitoral,MT,0,Alta,14,Processo jurídico na área de eleitoral,0.77,0,1,0,0,0,1,1,0
civil,Direito Civil,Civil,MS,127665,Alta,16,Cobrança de dívida com pedido de penhora de bens,0.75,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MS,57449,Média,8,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MT,15910,Alta,17,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,PR,183783,Média,12,Rescisão contratual com pedido de restituição de valores,0.75,0,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SC,7704,Média,10,Vício em produto com pedido de substituição,0.85,0,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,DF,408884,Alta,18,Ação de usucapião de imóvel rural,0.6,0,0,0,1,0,0,0,0
penal,Direito Penal,Penal,RS,0,Alta,26,Ação penal por crime contra o patrimônio,0.5,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,RJ,495853,Baixa,8,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.7,0,1,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,SP,162985,Baixa,12,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
civil,Direito Civil,Civil,ES,40150,Baixa,9,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,BA,45865,Alta,16,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MS,10167,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,0,1,0,1,0,0,0
civil,Direito Civil,Civil,SP,167257,Média,12,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
penal,Direito Penal,Penal,MG,0,Média,18,Investigação de crime tributário,0.6,0,1,1,0,0,0,1,0
agrario,Direito Agrário,Agrário,RJ,2593316,Alta,23,Regularização fundiária de propriedade rural,0.65,1,0,0,1,0,0,0,0
civil,Direito Civil,Civil,BA,271788,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,0,1,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,CE,73940,Baixa,15,Processo jurídico na área de previdenciario,0.82,1,0,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,DF,4006487,Alta,18,Ação de usucapião de imóvel rural,0.6,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,MT,420517,Baixa,9,Ação de despejo por falta de pagamento,0.75,1,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,GO,2542971,Média,15,Desapropriação para fins de reforma agrária,0.65,0,0,1,1,0,0,0,0
empresarial,Direito Empresarial,Empresarial,MS,46481538,Média,14,Processo jurídico na área de empresarial,0.78,0,0,0,0,1,0,0,1
trabalhista,Direito Trabalhista,Trabalhista,SP,98601,Baixa,7,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,3175,Média,8,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,GO,12044,Alta,13,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,DF,3279835,Baixa,11,Ação de usucapião de imóvel rural,0.65,1,0,0,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,SC,46368,Média,10,Negativação indevida do nome do consumidor,0.85,0,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,95569,Alta,11,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,64841,Baixa,4,Equiparação salarial entre empregados,0.75,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,RJ,9495202,Média,24,Execução fiscal de débito previdenciário,0.7,1,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,PE,4176561,Alta,32,Repetição de indébito tributário,0.75,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,58672,Média,8,Ação de rescisão indireta por assédio moral,0.75,0,0,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,MG,26018,Média,10,Vício em produto com pedido de substituição,0.8,0,0,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,DF,38761649,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
penal,Direito Penal,Penal,ES,0,Alta,26,Processo por lesão corporal dolosa,0.55,0,0,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,SP,16368,Média,10,Propaganda enganosa com pedido de indenização,0.85,0,1,0,0,1,0,0,0
civil,Direito Civil,Civil,DF,434364,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,0,1,1,0,0,0,0,0
penal,Direito Penal,Penal,RS,0,Alta,21,Investigação de crime tributário,0.55,0,1,0,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,DF,49668,Média,10,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,50851,Média,8,Ação de rescisão indireta por assédio moral,0.8,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,6804,Média,8,Reclamação trabalhista com pedido de horas extras,0.75,0,0,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,MS,125259,Alta,24,Processo jurídico na área de previdenciario,0.77,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MS,90514,Alta,16,Ação de rescisão indireta por assédio moral,0.8,0,1,0,0,1,0,0,0
